epoch,loss,lr,output_loss,output_mean_absolute_error,output_mean_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_output_mean_error,val_variance_output_loss,variance_output_loss
0,-0.19271984788316635,0.0005,-0.1927654586418637,0.40630362921559227,-0.06253655491990527,-0.6106161056802824,-0.6106637246333636,0.26268485532357144,-0.025713285064109817,-0.6106637246333636,-0.1927654586418637
1,-0.7394531827999838,0.0005,-0.7395020488228625,0.2311547119607295,-0.032024426020628244,-0.8360718523080533,-0.8361220394189541,0.20573069957586435,-0.021599449808351122,-0.8361220394189541,-0.7395020488228625
2,-0.8983295159553414,0.0005,-0.8983811079057803,0.19641458819797045,-0.0193819266183973,-0.9454123480961873,-0.9454652999456112,0.18406407850293013,-0.009048611574913733,-0.9454652999456112,-0.8983811079057803
3,-0.9893992120014833,0.0005,-0.9894533630118949,0.18046995060149032,-0.013799248050763283,-0.996022016956256,-0.9960773656001458,0.1774828711954447,-0.04658148715344186,-0.9960773656001458,-0.9894533630118949
4,-1.0403488884602528,0.0005,-1.0404055257087577,0.17384289065276637,-0.012515200579266892,-1.0670596601871343,-1.0671173884318426,0.16668176077879393,-0.014223896327446429,-1.0671173884318426,-1.0404055257087577
5,-1.0873812334115571,0.0005,-1.0874400459118743,0.16696188498788805,-0.010820882758304382,-1.0994880222357237,-1.099547879053996,0.16382597530117401,-0.02713242481247737,-1.099547879053996,-1.0874400459118743
6,-1.1308122574647606,0.0005,-1.1308731928563067,0.16211375632265737,-0.009891582333963356,-1.1091678337408946,-1.1092297239945486,0.16306586993428376,-0.02353813170115105,-1.1092297239945486,-1.1308731928563067
7,-1.1591838417785254,0.0005,-1.1592470815440994,0.1590332379663931,-0.009612414113152574,-1.1544517920567439,-1.1545162819899046,0.15634372543830138,0.0006922626321633848,-1.1545162819899046,-1.1592470815440994
8,-1.1871633448326258,0.0005,-1.1872288036956462,0.15580844577314504,-0.009259765135444034,-1.1638085750433116,-1.163875093826881,0.15601519180031923,0.01922530860443098,-1.163875093826881,-1.1872288036956462
9,-1.2155517815018513,0.0005,-1.215619430613162,0.15316424714222646,-0.00899420383878783,-1.1833883844889128,-1.1834571682489836,0.1544557620699589,0.0035005260769349453,-1.1834571682489836,-1.215619430613162
10,-1.2293221785315573,0.0005,-1.2293918825415915,0.1514216246826054,-0.008267082362822982,-1.219419580239516,-1.2194902713482196,0.14872673784311002,-0.02570263369796941,-1.2194902713482196,-1.2293918825415915
11,-1.2449819873899286,0.0005,-1.245053573712103,0.15025957767516057,-0.008916380246783465,-1.2112512095616415,-1.2113238068727346,0.15022056693067917,-0.0012680242921655567,-1.2113238068727346,-1.245053573712103
12,-1.2706933962002491,0.0005,-1.2707670134013649,0.14719390208278893,-0.008223901070884741,-1.2454961675864,-1.2455709118109484,0.1476829880132125,-0.00784067733016295,-1.2455709118109484,-1.2707670134013649
13,-1.2779142424495997,0.0005,-1.2779898585032807,0.1457216591119512,-0.00801314719106708,-1.2199941804775825,-1.220070827465791,0.15016470505641058,0.019668458754984804,-1.220070827465791,-1.2779898585032807
14,-1.2977225523767695,0.0005,-1.2978000433714405,0.14404382947474909,-0.007561251487104353,-1.2620232609602122,-1.2621015826096902,0.1454632508640106,-0.00940016194139249,-1.2621015826096902,-1.2978000433714405
15,-1.3073724322735882,0.0005,-1.3074517951591182,0.1431869619500154,-0.008400499677734334,-1.254546534556609,-1.2546267681396925,0.14651669475894707,-0.010430203880577419,-1.2546267681396925,-1.3074517951591182
16,-1.3200124156500486,0.0005,-1.3200935951428119,0.14187339221490725,-0.008004187790516601,-1.291209842150028,-1.2912918684574275,0.14144406467676163,0.0029699170666460236,-1.2912918684574275,-1.3200935951428119
17,-1.326318236302211,0.0005,-1.3264014451488504,0.1413388658783583,-0.007758488702371336,-1.2812355000239153,-1.2813197809916277,0.14281557930203584,-0.029984539553809624,-1.2813197809916277,-1.3264014451488504
18,-1.336013082502239,0.0005,-1.3360984256780986,0.14029592710898628,-0.007981244389013426,-1.2740525694993825,-1.2741387578157277,0.14389607238654906,0.00529569325198491,-1.2741387578157277,-1.3360984256780986
19,-1.3584410620650758,0.00025,-1.3585276710453318,0.13777868203453417,-0.0075263328292270075,-1.2880475853498166,-1.288134487775656,0.14219377734340155,-0.009274381472585866,-1.288134487775656,-1.3585276710453318
20,-1.3696506419924022,0.00025,-1.36973787929966,0.13685296583912773,-0.007882749227790047,-1.313490982239063,-1.3135786010668828,0.13900867090202296,-0.006570769214214614,-1.3135786010668828,-1.36973787929966
21,-1.370171016213228,0.00025,-1.3702589054860033,0.13660902105796058,-0.0071540213428807065,-1.319603280379222,-1.319691497545976,0.13875098182604864,-0.007462886278517544,-1.319691497545976,-1.3702589054860033
22,-1.3751139961071868,0.00025,-1.37520256683008,0.136172007411909,-0.007745198311228583,-1.310131542957746,-1.3102204707952647,0.13937636321553817,-0.009108118766632218,-1.3102204707952647,-1.37520256683008
23,-1.3827188508088655,0.00025,-1.3828080745139864,0.13539053923857491,-0.007409539158969347,-1.3132892113465529,-1.3133786206062024,0.13990107035407653,-0.008032566966274036,-1.3133786206062024,-1.3828080745139864
24,-1.3857341455752408,0.000125,-1.3858237584262514,0.13492617698938353,-0.0076961349951587855,-1.3261689921984305,-1.3262587579397054,0.13638138412856138,-0.011555389939950636,-1.3262587579397054,-1.3858237584262514
25,-1.3951129641360058,0.000125,-1.395202746269291,0.13414206266848008,-0.007691201583387009,-1.340942988028893,-1.3410328718332143,0.13666862937120292,-0.011523199659467746,-1.3410328718332143,-1.395202746269291
26,-1.3944609655754399,0.000125,-1.394551029591672,0.13418223770823814,-0.007654336957148771,-1.3327715694904327,-1.3328616917133331,0.13669035411798036,-0.009150691142377373,-1.3328616917133331,-1.394551029591672
27,-1.395974577871213,0.000125,-1.3960648241327769,0.13382512048236342,-0.007630872250254601,-1.3167434586928441,-1.3168338193343236,0.1376906058822687,-0.01794673745574143,-1.3168338193343236,-1.3960648241327769
28,-1.400252635799237,6.25e-05,-1.4003429964407166,0.13392453254667172,-0.007795888196571724,-1.3370274717991169,-1.3371178324405963,0.1358799600543884,-0.00467439217475028,-1.3371178324405963,-1.4003429964407166
29,-1.4082769511350945,6.25e-05,-1.408367311776574,0.13268599103191006,-0.007195955696034192,-1.3287603350786061,-1.3288506957200856,0.1383990989281581,-0.00640175091729571,-1.3288506957200856,-1.408367311776574
30,-1.4076540360826928,3.125e-05,-1.4077445105957325,0.13258124719550615,-0.007709201802608809,-1.3413601116492198,-1.3414505926462321,0.13509599405985612,-0.006964085140050604,-1.3414505926462321,-1.4077445105957325
31,-1.4074120315661562,3.125e-05,-1.4075025114169253,0.1326489207078653,-0.007754873256258635,-1.3348808620984738,-1.3349713442417293,0.1372872626838776,-0.01327488381558886,-1.3349713442417293,-1.4075025114169253
32,-1.4079987392750883,3.125e-05,-1.4080892191258574,0.1326287284906485,-0.007884922626265474,-1.3262234765749712,-1.3263139564257402,0.13726462423801422,-0.004341236136567134,-1.3263139564257402,-1.4080892191258574
33,-1.413650702565972,1.5625e-05,-1.413741182416741,0.13205272610634883,-0.007249301415371663,-1.358242344397765,-1.358332824248534,0.13416591043082568,-0.011208777889036216,-1.358332824248534,-1.413741182416741
34,-1.4095639503840953,1.5625e-05,-1.4096544302348644,0.13214802400453257,-0.007272757777843926,-1.3420009452563066,-1.3420914251070757,0.1356846121354745,-0.009695070330053568,-1.3420914251070757,-1.4096544302348644
35,-1.4112690849853222,1.5625e-05,-1.4113596166883196,0.13275762409098876,-0.007928360051769359,-1.3417948278097005,-1.341885426869759,0.1367872109493384,-0.011766963369714526,-1.341885426869759,-1.4113596166883196
36,-1.413205497808802,7.8125e-06,-1.4132960968688606,0.13229426473124958,-0.007336224115558906,-1.3449348486386812,-1.3450254476987398,0.13449989072978497,-0.010104011576354073,-1.3450254476987398,-1.4132960968688606
37,-1.4132460528599429,7.8125e-06,-1.4133366519200015,0.13239472874128488,-0.007921525570841978,-1.3457543827020204,-1.345844981762079,0.1361070554703474,-0.007324565806461928,-1.345844981762079,-1.4133366519200015
38,-1.4117596845891176,3.90625e-06,-1.4118502836491762,0.13253631812931377,-0.007384143487142244,-1.3459491615112011,-1.3460397605712597,0.13466662197158888,-0.008941267892413843,-1.3460397605712597,-1.4118502836491762
39,-1.4101626174027986,3.90625e-06,-1.4102532164628572,0.13279466680499283,-0.007915353955902548,-1.3245883813271155,-1.3246789803871741,0.13873191693654427,-0.011232731966839101,-1.3246789803871741,-1.4102532164628572
40,-1.4134667262847997,1.953125e-06,-1.4135573253448583,0.13243044464827092,-0.007603858667822963,-1.3421417314272661,-1.3422323304873247,0.135620697043263,-0.010542427229945762,-1.3422323304873247,-1.4135573253448583
41,-1.4172655361801831,1.953125e-06,-1.4173561352402417,0.13151227123638207,-0.007570039836500189,-1.3345260001145876,-1.3346165991746461,0.13652036969478315,-0.011157825463809647,-1.3346165991746461,-1.4173561352402417
42,-1.4109657189485107,9.765625e-07,-1.4110563180085693,0.1324820033967622,-0.007815501454578185,-1.346170608813946,-1.3462612078740046,0.1353995414594045,-0.010302524068930115,-1.3462612078740046,-1.4110563180085693
43,-1.4080585770007135,9.765625e-07,-1.408149176060772,0.1328088790496021,-0.007464242514534625,-1.3474540527050312,-1.3475446517650898,0.1346703848013511,-0.009164790495280893,-1.3475446517650898,-1.408149176060772
44,-1.41490013131709,4.882813e-07,-1.4149907303771485,0.13184788905735464,-0.007262836765450265,-1.3461250410630152,-1.3462156401230738,0.1367130599056299,-0.011902855812177923,-1.3462156401230738,-1.4149907303771485
45,-1.41165219288645,4.882813e-07,-1.4117427919465086,0.13233362956405448,-0.007852165192774714,-1.3367563554873834,-1.336846954547442,0.13666158011899546,-0.008670704622860424,-1.336846954547442,-1.4117427919465086
46,-1.4133491873232795,2.4414064e-07,-1.4134397863833381,0.13187531208686992,-0.007295044583341937,-1.3490730845011198,-1.3491636835611784,0.1356419581346787,-0.009818978184529651,-1.3491636835611784,-1.4134397863833381
47,-1.416295631353789,2.4414064e-07,-1.4163862304138477,0.13195725927538454,-0.007475504602766288,-1.3422755014437895,-1.342366100503848,0.13529149829768217,-0.008860419495389439,-1.342366100503848,-1.4163862304138477
48,-1.4135340823293494,1.2207032e-07,-1.413624681389408,0.1320224007182538,-0.007584949872190399,-1.3488028943538666,-1.3488934934139252,0.13553104922175407,-0.007461433014563786,-1.3488934934139252,-1.413624681389408
49,-1.411472031048366,1.2207032e-07,-1.4115626301084245,0.13228531285071932,-0.007341902565532751,-1.3455310142957246,-1.3456216133557832,0.13573919437252557,-0.010693270901146416,-1.3456216133557832,-1.4115626301084245
50,-1.4102622489176833,6.103516e-08,-1.4103528479777419,0.13249317364397842,-0.007659206926914007,-1.3279878474198854,-1.328078446479944,0.13701220157627875,-0.010975415726604227,-1.328078446479944,-1.4103528479777419
51,-1.412872123565755,6.103516e-08,-1.4129627226258137,0.13196260443946192,-0.008481472538514083,-1.342413095327524,-1.3425036943875825,0.1344600778359633,-0.010239084331820218,-1.3425036943875825,-1.4129627226258137
52,-1.4092452704016842,3.051758e-08,-1.4093358694617428,0.13265959372017175,-0.007480443569956653,-1.339907747048598,-1.3399983461086566,0.13474750561782947,-0.009664358651766984,-1.3399983461086566,-1.4093358694617428
53,-1.4137824641616106,3.051758e-08,-1.4138730632216692,0.13206929429126446,-0.007765888393462411,-1.3253431709913106,-1.3254337700513692,0.13623922117627585,-0.008104070477062263,-1.3254337700513692,-1.4138730632216692
54,-1.4148289300739638,1.525879e-08,-1.4149195291340224,0.13176670830958942,-0.007627746314435864,-1.341027944133832,-1.3411185431938906,0.13724328434238067,-0.012497860349517746,-1.3411185431938906,-1.4149195291340224
55,-1.4084240762409626,1.525879e-08,-1.4085146753010211,0.1329182270270929,-0.008355454478943066,-1.3365924656391144,-1.336683064699173,0.13661671171967799,-0.007646215887059673,-1.336683064699173,-1.4085146753010211
56,-1.412827124981992,1e-08,-1.4129177240420505,0.13245958936557586,-0.008567671480674003,-1.3527729763434484,-1.352863575403507,0.13568049712249866,-0.009970917312714916,-1.352863575403507,-1.4129177240420505
57,-1.4130425814118213,1e-08,-1.4131331804718799,0.13212809316130844,-0.006956626019720584,-1.3280856013298035,-1.328176200389862,0.1373507553854814,-0.009602914662816776,-1.328176200389862,-1.4131331804718799
58,-1.4122256231206312,1e-08,-1.4123162221806898,0.13241832736712783,-0.007758403634295058,-1.3327800287650182,-1.3328706278250768,0.1371365489008335,-0.009352774710770553,-1.3328706278250768,-1.4123162221806898
59,-1.4136798025956794,1e-08,-1.413770401655738,0.13205838417892518,-0.007754995672802713,-1.341645823075221,-1.3417364221352797,0.13473150391991323,-0.007438603078928561,-1.3417364221352797,-1.413770401655738
