epoch,loss,lr,output_loss,output_mean_absolute_error,output_mean_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_output_mean_error,val_variance_output_loss,variance_output_loss
0,0.4529786450522287,0.0005,0.4529355743101665,0.6666226855346135,-0.0016177896676318987,0.6224867105484009,0.6224436163902283,0.7624597549438477,-0.11674404889345169,0.6224436163902283,0.4529355743101665
1,0.4650492551071303,0.0005,0.4650060875075204,0.670163665499006,-0.020073687258575643,0.6047998666763306,0.6047566533088684,0.7619173526763916,-0.14736756682395935,0.6047566533088684,0.4650060875075204
2,0.37958440503903795,0.0005,0.37954103095190866,0.6148998077426638,-0.02825951815715858,0.38423261046409607,0.38418909907341003,0.6373230218887329,-0.016806941479444504,0.38418909907341003,0.37954103095190866
3,0.34980109866176334,0.0005,0.34975746806178776,0.6168708801269531,-0.047447631667767255,0.2564506530761719,0.25640690326690674,0.5786297917366028,-0.07718831300735474,0.25640690326690674,0.34975746806178776
4,0.31923377194574903,0.0005,0.31918990292719435,0.5925791008131844,-0.06433831574395299,0.38668906688690186,0.38664510846138,0.6185904741287231,-0.11840008199214935,0.38664510846138,0.31918990292719435
5,0.2889923027583531,0.0005,0.2889482554580484,0.5632952941315514,-0.0939057075551578,0.40843093395233154,0.40838685631752014,0.6528011560440063,-0.21965953707695007,0.40838685631752014,0.2889482554580484
6,0.19088133863572562,0.00025,0.19083714551691497,0.5386682174035481,-0.05931599251925945,0.22293713688850403,0.2228928506374359,0.5518876910209656,-0.10447336733341217,0.2228928506374359,0.19083714551691497
7,0.1937539443107588,0.00025,0.19370966072061233,0.5473897244249072,-0.08676259339387928,0.17080548405647278,0.17076115310192108,0.5517266988754272,-0.17006045579910278,0.17076115310192108,0.19370966072061233
8,0.1638579187648637,0.00025,0.16381356971604483,0.526798597403935,-0.08083817642182112,0.24497704207897186,0.2449326515197754,0.569389820098877,-0.08663224428892136,0.2449326515197754,0.16381356971604483
9,0.11630409683233925,0.00025,0.11625967613820519,0.5139979996851513,-0.06112702024568405,0.2853653132915497,0.28532087802886963,0.5881510376930237,-0.17139935493469238,0.28532087802886963,0.11625967613820519
10,0.11401687788644008,0.000125,0.11397239113492626,0.506994230406625,-0.07659562836800303,0.08078090846538544,0.08073640614748001,0.5067875385284424,-0.08388897776603699,0.08073640614748001,0.11397239113492626
11,0.10037139786540397,0.000125,0.10032687169898834,0.5074210273368018,-0.07503586096156921,0.1761181652545929,0.1760736107826233,0.5332772731781006,-0.11639723181724548,0.1760736107826233,0.10032687169898834
12,0.08337011319235899,0.000125,0.08332554889576775,0.5007279749427523,-0.0660505783078926,0.2192421555519104,0.2191975712776184,0.5517518520355225,-0.16013745963573456,0.2191975712776184,0.08332554889576775
13,0.07536004190998417,6.25e-05,0.07531545504129358,0.493195789200919,-0.061988361179828644,0.20514723658561707,0.20510263741016388,0.5484229326248169,-0.13127416372299194,0.20510263741016388,0.07531545504129358
14,0.06952028402260371,6.25e-05,0.06947568218622889,0.4992982340710504,-0.06750373542308807,0.21197201311588287,0.2119273990392685,0.5546082854270935,-0.14673978090286255,0.2119273990392685,0.06947568218622889
15,0.055203152753944905,3.125e-05,0.05515854326742036,0.4853054753371647,-0.0542614445356386,0.2120446264743805,0.2120000123977661,0.5546274185180664,-0.11411930620670319,0.2120000123977661,0.05515854326742036
16,0.04583156895491162,3.125e-05,0.04578695269966764,0.4881735358919416,-0.060805121170622964,0.04800684377551079,0.04796223342418671,0.49312591552734375,-0.07621199637651443,0.04796223342418671,0.04578695269966764
17,0.06365452771673777,3.125e-05,0.06360990407743625,0.4913284821169717,-0.05068983110998358,0.08808242529630661,0.08803779631853104,0.48536771535873413,-0.058590278029441833,0.08803779631853104,0.06360990407743625
18,0.057909511825917956,3.125e-05,0.057864881054099114,0.4891411364078522,-0.09036192284630877,0.21210196614265442,0.21205735206604004,0.548741340637207,-0.15676498413085938,0.21205735206604004,0.057864881054099114
19,0.030433479896081344,1.5625e-05,0.030388840341142247,0.4769236743450165,-0.03232416856501784,0.1763996034860611,0.17635497450828552,0.534589946269989,-0.13251826167106628,0.17635497450828552,0.030388840341142247
20,0.060721366333642175,1.5625e-05,0.060676722920366695,0.4931154463972364,-0.07451244789574828,0.04737597331404686,0.0473313182592392,0.48467791080474854,-0.05032778158783913,0.0473313182592392,0.060676722920366695
21,0.0664739199647946,1.5625e-05,0.0664292685687542,0.4980897435120174,-0.073123998939991,0.15317648649215698,0.15313182771205902,0.5216312408447266,-0.1110932007431984,0.15313182771205902,0.0664292685687542
22,0.03489934779437525,1.5625e-05,0.03485468841556992,0.48044929121221813,-0.0396608654409647,0.15831343829631805,0.1582687497138977,0.5390480756759644,-0.1337699592113495,0.1582687497138977,0.03485468841556992
23,0.026294952225206152,7.8125e-06,0.02625028709215777,0.47724656760692596,-0.06436687215630497,0.1393645703792572,0.13931988179683685,0.5160093307495117,-0.08069724589586258,0.13931988179683685,0.02625028709215777
24,0.05404854313071285,7.8125e-06,0.054003880226186345,0.48951260319777895,-0.05808718183210918,0.046771254390478134,0.046726591885089874,0.48801398277282715,-0.0803501158952713,0.046726591885089874,0.054003880226186345
25,0.03698538316945944,7.8125e-06,0.036940723058900664,0.48121162397520884,-0.05329253085489784,-0.025144249200820923,-0.025188911706209183,0.4453151226043701,-0.0010099001228809357,-0.025188911706209183,0.036940723058900664
26,0.034310879185795784,7.8125e-06,0.03426621401948588,0.4838990164654596,-0.05639705341309309,0.17373032867908478,0.17368564009666443,0.5252572894096375,-0.1231088638305664,0.17368564009666443,0.03426621401948588
