epoch,loss,lr,output_loss,output_mean_absolute_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_variance_output_loss,variance_output_loss
33,-1.415216520651063,0.000125,-1.4163298441657126,0.1379795241902378,-1.3735552361378303,-1.3746705582508674,0.13798881207521146,-1.3746705582508674,-1.4163298441657126
34,-1.413531257399618,0.000125,-1.4146484436510978,0.13737441278469842,-1.35662249647654,-1.3577413948682637,0.14132743515074253,-1.3577413948682637,-1.4146484436510978
35,-1.415335239886221,0.000125,-1.4164561805948774,0.13760755452583592,-1.3539647368284373,-1.3550876883360057,0.1399558149278164,-1.3550876883360057,-1.4164561805948774
36,-1.4189301225930644,0.000125,-1.4200550333014939,0.13690813035090596,-1.3590990557120397,-1.3602260603354528,0.14023475750134543,-1.3602260603354528,-1.4200550333014939
37,-1.4215987325985548,6.25e-05,-1.4227265897336037,0.1368729774790532,-1.368099739918342,-1.369228413471809,0.13841973732297236,-1.369228413471809,-1.4227265897336037
38,-1.422593211568495,6.25e-05,-1.4237227943151998,0.13630589871391305,-1.3752763385956104,-1.3764068002884204,0.13870777490620428,-1.3764068002884204,-1.4237227943151998
39,-1.4251190274000676,6.25e-05,-1.4262503614303654,0.13639428288634145,-1.3624307123514323,-1.363562842974296,0.1385680679231882,-1.363562842974296,-1.4262503614303654
40,-1.425731881849293,6.25e-05,-1.4268648698131667,0.13615348692069937,-1.3642152135188763,-1.3653491322810833,0.13965729681345132,-1.3653491322810833,-1.4268648698131667
41,-1.4243162555226894,6.25e-05,-1.4254510397595892,0.13681339428051195,-1.3617547979721656,-1.3628905048737159,0.13987406586798337,-1.3628905048737159,-1.4254510397595892
42,-1.4287990448571473,3.125e-05,-1.4299350931192003,0.13553066265735544,-1.383739744241421,-1.3848761663987086,0.1372117307037115,-1.3848761663987086,-1.4299350931192003
43,-1.4283066375423341,3.125e-05,-1.4294434000434144,0.13591948964956727,-1.3779993997170374,-1.3791365371300623,0.13889985545896566,-1.3791365371300623,-1.4294434000434144
44,-1.4275697027442298,3.125e-05,-1.4287072470955757,0.1361431538073747,-1.3763189590894258,-1.3774569309674776,0.1382581124512049,-1.3774569309674776,-1.4287072470955757
45,-1.4299407317948494,3.125e-05,-1.4310790465584695,0.13570122241274887,-1.3699866051857288,-1.3711252923195179,0.1396022834456884,-1.3711252923195179,-1.4310790465584695
46,-1.4308882626389134,1.5625e-05,-1.4320271175299117,0.13567715926147472,-1.3778926477982447,-1.3790316925599024,0.1375883943759478,-1.3790316925599024,-1.4320271175299117
47,-1.4329255448221399,1.5625e-05,-1.434064785554719,0.13559056996409571,-1.3698244530421038,-1.3709639746409197,0.13926064796172655,-1.3709639746409197,-1.434064785554719
48,-1.4328309216224817,7.8125e-06,-1.4339705250664814,0.13540556235735351,-1.37105553654524,-1.372195296562635,0.1379818168397133,-1.372195296562635,-1.4339705250664814
49,-1.4339944685954276,7.8125e-06,-1.435134259368311,0.13511070250066867,-1.3776137370329637,-1.3787536162596483,0.13764282502233982,-1.3787536162596483,-1.435134259368311
50,-1.4332172680002795,3.90625e-06,-1.434357147226964,0.1352426716958536,-1.3781641033979564,-1.379303982624641,0.13827916650244823,-1.379303982624641,-1.434357147226964
51,-1.435227755798714,3.90625e-06,-1.436367746355183,0.13515365762369974,-1.3696032900076647,-1.3707432884436388,0.13888098442783722,-1.3707432884436388,-1.436367746355183
52,-1.4331734795560207,1.953125e-06,-1.434313501376333,0.13514520312105416,-1.3683353616641118,-1.3694754793093755,0.13823903337694132,-1.3694754793093755,-1.434313501376333
53,-1.432333708571981,1.953125e-06,-1.4334738262172446,0.13538499589540812,-1.3674994202760549,-1.3686395379213185,0.13844868641060132,-1.3686395379213185,-1.4334738262172446
54,-1.4340021249327832,9.765625e-07,-1.435142242578047,0.13520729575139373,-1.367921994282649,-1.3690621119279127,0.13818684908059928,-1.3690621119279127,-1.435142242578047
55,-1.4349652945614064,9.765625e-07,-1.43610541220667,0.13511234054814525,-1.3736413556795855,-1.3747814733248491,0.1378259496906629,-1.3747814733248491,-1.43610541220667
56,-1.4342533215276723,4.882813e-07,-1.435393439172936,0.1349793290183234,-1.3864054313072791,-1.3875455489525428,0.13684296550659034,-1.3875455489525428,-1.435393439172936
57,-1.434475037589002,4.882813e-07,-1.4356151552342657,0.13516828109587686,-1.3714005580315223,-1.372540675676786,0.1395422642907271,-1.372540675676786,-1.4356151552342657
58,-1.4365849492392306,4.882813e-07,-1.4377250668844943,0.13511979160532514,-1.3674159852358012,-1.3685561028810649,0.13973352155433252,-1.3685561028810649,-1.4377250668844943
59,-1.434059977531433,4.882813e-07,-1.435200213369276,0.13524296122001433,-1.3766448016350086,-1.3777850384895618,0.13679248409775588,-1.3777850384895618,-1.435200213369276
