epoch,loss,lr,output_loss,output_mean_absolute_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_variance_output_loss,variance_output_loss
27,-1.389475036630727,0.00025,-1.3905669019679832,0.14053056027853128,-1.3283800413975348,-1.329476656822058,0.1443821879533621,-1.329476656822058,-1.3905669019679832
28,-1.389445534619418,0.00025,-1.3905472981809366,0.14061680225410847,-1.3510963916778564,-1.352202901473412,0.14137565487852463,-1.352202901473412,-1.3905472981809366
29,-1.395052445536912,0.000125,-1.3961610033054543,0.14056447852741588,-1.3760762214660645,-1.3771865367889404,0.13898738301717317,-1.3771865367889404,-1.3961610033054543
30,-1.3998757646541402,0.000125,-1.400988290767477,0.13894107767728844,-1.3622748783001533,-1.3633894874499395,0.14130798669961783,-1.3633894874499395,-1.400988290767477
31,-1.4067619725911304,0.000125,-1.4078781320591165,0.13850406992315042,-1.3709016144275665,-1.3720195614374602,0.13957096808231795,-1.3720195614374602,-1.4078781320591165
32,-1.4057579524589308,6.25e-05,-1.40687672513904,0.13867358816693529,-1.3737753171187181,-1.3748950499754686,0.13977070840505454,-1.3748950499754686,-1.40687672513904
33,-1.4098772874986283,6.25e-05,-1.4109977486157659,0.13796313015198466,-1.355654035623257,-1.3567752012839684,0.13847338322263497,-1.3567752012839684,-1.4109977486157659
34,-1.4166997177432281,3.125e-05,-1.4178213504829793,0.13749526921245786,-1.3722514922802265,-1.3733734901134784,0.13893334567546844,-1.3733734901134784,-1.4178213504829793
35,-1.4096449314945876,3.125e-05,-1.4107673199489863,0.13811008180632736,-1.3571215501198401,-1.3582442655013158,0.1394051473874312,-1.3582442655013158,-1.4107673199489863
36,-1.414947227034906,1.5625e-05,-1.4160701258013946,0.13780354008530127,-1.3672837637937987,-1.3684068368031428,0.13946610918411842,-1.3684068368031428,-1.4160701258013946
37,-1.415801289346483,1.5625e-05,-1.416924544777533,0.13770854631156632,-1.3537936164782598,-1.3549170448229864,0.1392276602295729,-1.3549170448229864,-1.416924544777533
38,-1.4180566819027216,7.8125e-06,-1.4191802027249578,0.13718052078979184,-1.3884285688400269,-1.3895522356033325,0.13828190731314513,-1.3895522356033325,-1.4191802027249578
39,-1.417006544633345,7.8125e-06,-1.4181302427041411,0.13726718261687443,-1.3756828904151917,-1.3768066763877869,0.13800871601471534,-1.3768066763877869,-1.4181302427041411
40,-1.4193478054470485,7.8125e-06,-1.4204716489772604,0.13676670291508086,-1.3832834087885344,-1.3844073139704192,0.1370762434716408,-1.3844073139704192,-1.4204716489772604
41,-1.418960990809431,3.90625e-06,-1.420084920796481,0.13706380074674432,-1.3744307114527776,-1.375554735843952,0.13817609044221732,-1.375554735843952,-1.420084920796481
42,-1.41787236724237,3.90625e-06,-1.4189963916335444,0.13764794363517954,-1.3734287390342126,-1.374552763425387,0.13877185204854378,-1.374552763425387,-1.4189963916335444
43,-1.4207915279600356,1.953125e-06,-1.42191555235121,0.13665877058349474,-1.3746245755599096,-1.37574860224357,0.13946145457717088,-1.37574860224357,-1.42191555235121
44,-1.4179566079919987,1.953125e-06,-1.4190807219707604,0.13736276816238058,-1.3741815113104308,-1.3753056526184082,0.13893430393475753,-1.3753056526184082,-1.4190807219707604
45,-1.4154103664436726,9.765625e-07,-1.4165345100441364,0.1376688412193096,-1.3510567775139442,-1.352180921114408,0.13991970511583182,-1.352180921114408,-1.4165345100441364
46,-1.4198362287848887,9.765625e-07,-1.4209603723853526,0.1368122296953442,-1.3898887496728163,-1.3910128932732801,0.1377967745065689,-1.3910128932732801,-1.4209603723853526
47,-1.4151851762424816,9.765625e-07,-1.4163093198429455,0.1376892844986434,-1.4041181298402639,-1.4052422734407277,0.13691360704027689,-1.4052422734407277,-1.4163093198429455
48,-1.4185747635484947,9.765625e-07,-1.4196989071489585,0.13734999746084214,-1.3514714584900782,-1.3525956043830285,0.13916978755822548,-1.3525956043830285,-1.4196989071489585
49,-1.4196060765873302,9.765625e-07,-1.4207302274125995,0.13708127669312736,-1.3851705055970411,-1.3862947684067946,0.13776350680452126,-1.3862947684067946,-1.4207302274125995
50,-1.419404397107134,4.882813e-07,-1.4205286599168874,0.1368533643809232,-1.3788641943381383,-1.3799884548554053,0.13708936107846406,-1.3799884548554053,-1.4205286599168874
51,-1.417767226334774,4.882813e-07,-1.4188914891445275,0.13749802216435925,-1.3787030440110426,-1.379827306820796,0.13855700166179583,-1.379827306820796,-1.4188914891445275
52,-1.4180831251722394,2.4414064e-07,-1.4192073879819929,0.13702075434754593,-1.3711385979102209,-1.3722628584274879,0.14010406314180449,-1.3722628584274879,-1.4192073879819929
53,-1.4191006352203062,2.4414064e-07,-1.4202248980300596,0.13718676333776628,-1.3791601061820984,-1.3802843689918518,0.13776016808473146,-1.3802843689918518,-1.4202248980300596
54,-1.4154045080897784,1.2207032e-07,-1.4165287708995318,0.13758861165155065,-1.390580429480626,-1.3917046922903795,0.13656547436347374,-1.3917046922903795,-1.4165287708995318
55,-1.4220349988552055,1.2207032e-07,-1.4231592616649589,0.13689868639815939,-1.347293734550476,-1.3484179973602295,0.1383565621307263,-1.3484179973602295,-1.4231592616649589
56,-1.41668432264617,6.103516e-08,-1.4178085854559235,0.13738539947403802,-1.3712728711274953,-1.3723971339372487,0.13874505660854852,-1.3723971339372487,-1.4178085854559235
57,-1.4179608003057615,6.103516e-08,-1.419085063115515,0.1374415918281584,-1.3848358002992778,-1.3859600631090312,0.13672837615013123,-1.3859600631090312,-1.419085063115515
58,-1.4181394945491443,3.051758e-08,-1.4192637573588978,0.13754326415182364,-1.3761758345824022,-1.3773000973921556,0.13867979353437057,-1.3773000973921556,-1.4192637573588978
59,-1.4187411561156764,3.051758e-08,-1.4198654189254298,0.1371255123705575,-1.3591424043361957,-1.3602666671459491,0.14077880462774864,-1.3602666671459491,-1.4198654189254298
60,-1.4163972305529045,1.525879e-08,-1.4175214933626579,0.13755500674849808,-1.3711381233655489,-1.3722623861753023,0.13986017669622713,-1.3722623861753023,-1.4175214933626579
61,-1.4224352487409957,1.525879e-08,-1.4235595115507491,0.1364691580485816,-1.3846388413355901,-1.3857631041453435,0.13813107288800752,-1.3857631041453435,-1.4235595115507491
62,-1.4177572953580606,1e-08,-1.418881558167814,0.13740610709094037,-1.3762032802288349,-1.3773275430385883,0.13884702525459802,-1.3773275430385883,-1.418881558167814
63,-1.4189167504358773,1e-08,-1.4200410132456307,0.1372680131835167,-1.3841508947885954,-1.3852751575983488,0.1376604136939232,-1.3852751575983488,-1.4200410132456307
64,-1.4204658407153505,1e-08,-1.421590103525104,0.13689308565373373,-1.3737077254515428,-1.3748319882612963,0.13888187477221856,-1.3748319882612963,-1.421590103525104
65,-1.4190134708327475,1e-08,-1.420137733642501,0.1374004623655117,-1.3795190040881817,-1.3806432668979352,0.13785277135097063,-1.3806432668979352,-1.420137733642501
66,-1.422157519995564,1e-08,-1.4232817828053175,0.1364494042113574,-1.3868894026829646,-1.388013665492718,0.1366924116244683,-1.388013665492718,-1.4232817828053175
67,-1.4146575894018616,1e-08,-1.415781852211615,0.137587834714037,-1.3772555062404046,-1.378379769050158,0.14024761319160461,-1.378379769050158,-1.415781852211615
68,-1.4190240433721832,1e-08,-1.4201483061819367,0.13756453393384663,-1.3870227795380812,-1.3881470423478346,0.13836218588627303,-1.3881470423478346,-1.4201483061819367
69,-1.4203299057604086,1e-08,-1.421454168570162,0.13662344178166053,-1.3723397850990295,-1.373464047908783,0.13756845862819597,-1.373464047908783,-1.421454168570162
70,-1.4194282310177582,1e-08,-1.4205524938275116,0.13727292564481194,-1.3766629879291241,-1.3777872507388775,0.13959803575506577,-1.3777872507388775,-1.4205524938275116
71,-1.4167276558249888,1e-08,-1.4178519186347422,0.13734292821450667,-1.3677270045647254,-1.3688512673744788,0.13793195325594682,-1.3688512673744788,-1.4178519186347422
72,-1.4189628511968284,1e-08,-1.4200871140065818,0.13715082224872377,-1.37825450530419,-1.3793787681139433,0.13831954735976,-1.3793787681139433,-1.4200871140065818
73,-1.4198868269872185,1e-08,-1.4210110897969719,0.13735237205871428,-1.38139415704287,-1.3825184198526235,0.13868088733691436,-1.3825184198526235,-1.4210110897969719
74,-1.4182420468089556,1e-08,-1.419366309618709,0.13731831107476744,-1.3775968780884376,-1.378721140898191,0.1384139212851341,-1.378721140898191,-1.419366309618709
75,-1.4178680468087244,1e-08,-1.4189923096184778,0.13720980602683444,-1.3710344342085032,-1.3721586970182567,0.14039568087229362,-1.3721586970182567,-1.4189923096184778
76,-1.4168156354114263,1e-08,-1.4179398982211797,0.13733341814291597,-1.383168142575484,-1.3842924053852375,0.137761132648358,-1.3842924053852375,-1.4179398982211797
77,-1.4176734119954735,1e-08,-1.418797674805227,0.1377274006003081,-1.3867841706826136,-1.3879084311998808,0.13617233301584536,-1.3879084311998808,-1.418797674805227
78,-1.4168116208278771,1e-08,-1.4179358836376306,0.13746885935766529,-1.3760498211934016,-1.377174084003155,0.1379011866564934,-1.377174084003155,-1.4179358836376306
79,-1.4173797301571778,1e-08,-1.4185039929669312,0.1374198467894034,-1.3873757811693044,-1.3885000439790578,0.13899113008609185,-1.3885000439790578,-1.4185039929669312
80,-1.4201983102644333,1e-08,-1.4213225730741867,0.13670507261548379,-1.3713183815662677,-1.3724426443760211,0.1386223856646281,-1.3724426443760211,-1.4213225730741867
81,-1.4203288232437288,1e-08,-1.4214530860534822,0.13703895405386435,-1.3820606836905847,-1.383184946500338,0.1387229676430042,-1.383184946500338,-1.4214530860534822
82,-1.418369417479544,1e-08,-1.4194936802892975,0.13740478287441563,-1.3584981514857366,-1.35962241429549,0.1382842187124949,-1.35962241429549,-1.4194936802892975
83,-1.4165442300565314,1e-08,-1.4176684928662848,0.13744768006633026,-1.3817869058022132,-1.3829111686119666,0.1378777101635933,-1.3829111686119666,-1.4176684928662848
84,-1.4199667600670247,1e-08,-1.4210910228767781,0.13723489187582574,-1.3759390344986548,-1.3770632973084083,0.13974815062605417,-1.3770632973084083,-1.4210910228767781
85,-1.4190187374750773,1e-08,-1.4201430002848308,0.1370626351749054,-1.371123274931541,-1.3722475377412944,0.13879338279366493,-1.3722475377412944,-1.4201430002848308
86,-1.4166130672801625,1e-08,-1.4177373300899159,0.13756329694179573,-1.38410327067742,-1.3852275334871733,0.13707736421089906,-1.3852275334871733,-1.4177373300899159
87,-1.4160831598320394,1e-08,-1.4172074226417928,0.13770074945206595,-1.3515969514846802,-1.3527212142944336,0.13938032233944306,-1.3527212142944336,-1.4172074226417928
88,-1.4226220829318268,1e-08,-1.4237463457415802,0.13648146032684982,-1.3959843241251433,-1.3971085869348967,0.13861225717342818,-1.3971085869348967,-1.4237463457415802
89,-1.4211707618501452,1e-08,-1.4222950246598987,0.13752065275353614,-1.3716192772755256,-1.372743540085279,0.14004224997300369,-1.372743540085279,-1.4222950246598987
90,-1.4176234254933366,1e-08,-1.41874768830309,0.13708357993099424,-1.3560903668403625,-1.357214629650116,0.13976324980075544,-1.357214629650116,-1.41874768830309
91,-1.4194633772878935,1e-08,-1.420587640097647,0.1372252863765967,-1.3856686170284565,-1.3867928798382099,0.13765720192056435,-1.3867928798382099,-1.420587640097647
92,-1.4206795627420599,1e-08,-1.4218038255518133,0.13690190476299535,-1.3866530565115123,-1.3877773193212657,0.13735547604469153,-1.3877773193212657,-1.4218038255518133
93,-1.4162269264760643,1e-08,-1.4173511892858177,0.13746675900136582,-1.3961537572053762,-1.3972780200151296,0.1371096556003277,-1.3972780200151296,-1.4173511892858177
94,-1.4201588452464402,1e-08,-1.4212831080561936,0.1367743466087062,-1.3757228255271912,-1.3768470883369446,0.13846872202478921,-1.3768470883369446,-1.4212831080561936
95,-1.4177238505296033,1e-08,-1.4188481133393567,0.13745970757621706,-1.3648033715211427,-1.3659276343308961,0.13913942816165778,-1.3659276343308961,-1.4188481133393567
96,-1.4186636293777313,1e-08,-1.4197878921874847,0.13708171508830003,-1.388262533224546,-1.3893867960342994,0.1376189010647627,-1.3893867960342994,-1.4197878921874847
97,-1.4181830849310364,1e-08,-1.4193073477407898,0.13736665718483201,-1.384964406490326,-1.3860886693000793,0.1367849913927225,-1.3860886693000793,-1.4193073477407898
98,-1.4171246853741732,1e-08,-1.4182489481839267,0.13717621968250082,-1.3869641239826496,-1.388088386792403,0.13722002964753371,-1.388088386792403,-1.4182489481839267
99,-1.4180938764051958,1e-08,-1.4192181392149492,0.13729652086592684,-1.3735595345497131,-1.3746837973594666,0.13998101107203043,-1.3746837973594666,-1.4192181392149492
