epoch,loss,lr,output_loss,output_mean_absolute_error,output_mean_error,val_loss,val_output_loss,val_output_mean_absolute_error,val_output_mean_error,val_variance_output_loss,variance_output_loss
0,-0.14871936586490875,0.0005,-0.14876495027390402,0.4044030902545844,-0.005825264843554099,-0.5594207707505959,-0.5594682653362935,0.2772986524953292,-0.01826875368491388,-0.5594682653362935,-0.14876495027390402
1,-0.7118418737133937,0.0005,-0.7118905719155187,0.23776449091525984,-0.007790078562416279,-0.8290349967204608,-0.8290849454127825,0.21414329627385506,-0.045353059782288395,-0.8290849454127825,-0.7118905719155187
2,-0.8974508544021069,0.0005,-0.8975019665923454,0.19986389320033954,-0.007282113861431604,-0.9559880403371958,-0.9560403044407184,0.19038993005569166,-0.0060757973025409645,-0.9560403044407184,-0.8975019665923454
3,-0.9770696346185355,0.0005,-0.9771230192835143,0.18621967421538793,-0.006713781380720103,-1.0185078829526901,-1.018562308870829,0.1831485855464752,0.004545761601408371,-1.018562308870829,-0.9771230192835143
4,-1.0280715370737414,0.0005,-1.0281269125846912,0.179793753412995,-0.0076030171426660475,-1.0656539465372379,-1.0657103405548976,0.1751222899900033,0.004753703041037975,-1.0657103405548976,-1.0281269125846912
5,-1.0708423189517022,0.0005,-1.0708996858169784,0.1743043969307881,-0.007635773344735887,-1.0750070466445043,-1.0750652379714525,0.17559661916815317,-0.033472162971380524,-1.0750652379714525,-1.0708996858169784
6,-1.1094236647142277,0.0005,-1.1094830633480666,0.16905848262533704,-0.007678089964725792,-1.1359728528903081,-1.1360331727908208,0.1671527520968364,-0.01006515568587929,-1.1360331727908208,-1.1094830633480666
7,-1.1296443455000675,0.0005,-1.1297056413154358,0.1669851521820402,-0.008080689921982086,-1.1486196311620565,-1.1486819776204915,0.16860831013092628,-0.021626221087689582,-1.1486819776204915,-1.1297056413154358
8,-1.162084408152078,0.0005,-1.1621478693063325,0.16288908877606584,-0.00823438553790401,-1.1772358257036943,-1.1773004371386309,0.16159365555414787,-0.006698743641698876,-1.1773004371386309,-1.1621478693063325
9,-1.1774716763608237,0.0005,-1.1775371165417914,0.16147219763000384,-0.008540005562256084,-1.1853394038402116,-1.1854056830589588,0.15989639294835237,-0.019526618814919718,-1.1854056830589588,-1.1775371165417914
10,-1.2023617765034185,0.0005,-1.2024289595801185,0.15874676638320565,-0.008693332725297858,-1.2118099320393343,-1.2118780016899109,0.15896974303401434,0.0020419288641558243,-1.2118780016899109,-1.2024289595801185
11,-1.2208637558320947,0.0005,-1.2209327968198862,0.15616640419975272,-0.007910753427289807,-1.2138761236117437,-1.2139462186739995,0.15829788606900436,-0.005311561958828511,-1.2139462186739995,-1.2209327968198862
